ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,10,166479,2.71,3.92,4.24,4.24,0.00,1.41,2.83,0.00,1.41,4.24,2.83,1.41,7.07,2.83,8,3,0,5,4,0,3,4,4,4,5,7
New folder,TRIAL2,3,204714,2.83,3.83,5.66,2.83,1.41,0.00,2.83,7.07,2.83,1.41,4.24,0.00,2.83,2.83,7,6,4,1,4,6,3,2,3,1,4,5
