ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,116,169.88,168.00,272,135,159,183
New folder,PRACT2,106,188.24,184.00,559,104,197,183
New folder,TRIAL1,115,172.05,175.00,208,34,34,175
New folder,TRIAL2,109,182.91,183.00,415,119,304,151
