ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,99,195.22,192.00,247,143,176,215
New folder,PRACT2,79,252.43,240.00,800,159,523,271
New folder,TRIAL1,86,232.12,216.00,1136,7,569,208
New folder,TRIAL2,77,256.64,247.00,496,30,30,328
