ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,116,169.01,168.00,295,79,168,151
New folder,PRACT2,98,202.46,200.00,312,64,258,232
New folder,TRIAL1,118,168.57,160.00,296,96,262,159
New folder,TRIAL2,88,225.06,215.50,408,175,311,239
