ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,137,143.68,136.00,383,111,168,128
New folder,PRACT2,83,238.64,200.00,770,63,770,352
New folder,TRIAL1,138,144.46,136.00,385,111,385,144
New folder,TRIAL2,109,181.99,160.00,472,80,433,287
