ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,10,159763,1.89,2.75,0.00,4.24,0.00,4.24,2.83,0.00,0.00,4.24,0.00,0.00,7.07,0.00,5,3,0,8,3,0,0,4,3,0,7,0
New folder,TRIAL2,3,158462,2.12,3.25,0.00,4.24,1.41,1.41,0.00,7.07,1.41,1.41,4.24,2.83,0.00,1.41,0,7,1,2,1,7,2,2,5,4,4,4
