ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,1,11344.00,11344.00,11344,11344,11344,11344
New folder,PRACT2,114,173.43,168.00,364,112,364,183
New folder,TRIAL1,130,153.37,152.00,387,119,387,151
New folder,TRIAL2,110,181.36,176.00,272,120,239,120
