ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,9,158879,2.71,4.17,4.24,4.24,0.00,7.07,2.83,1.41,1.41,2.83,0.00,4.24,1.41,2.83,8,4,1,8,4,3,1,6,2,4,3,6
New folder,TRIAL2,7,151712,2.71,3.00,5.66,0.00,0.00,4.24,2.83,1.41,2.83,0.00,7.07,2.83,1.41,4.24,6,0,0,6,4,1,2,1,6,2,1,7
