ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,11,170157,3.18,3.75,0.00,0.00,0.00,7.07,2.83,1.41,1.41,7.07,5.66,4.24,7.07,1.41,0,0,0,8,4,6,3,7,5,4,7,1
New folder,TRIAL2,10,161856,4.01,4.92,2.83,5.66,4.24,5.66,2.83,5.66,4.24,4.24,2.83,0.00,2.83,7.07,4,7,4,4,5,8,7,6,4,0,4,6
