ID,Block,PC Grid 1,PC Grid 2,PC Grid 3,PC Total,ED Grid 1,ED Grid 2,ED Grid 3,CB Grid 1,CB Grid 2,CB Grid 3
New folder,PRACT,0.00,0.25,0.00,0.00,1.41,1.41,1.41,2,2,2
New folder,TRIAL1,0.00,0.00,0.00,0.00,0.00,1.41,2.83,1,2,2
New folder,TRIAL2,0.00,0.00,0.00,0.00,0.00,1.41,1.41,2,2,2
