ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,12,143628,0.71,2.00,4.24,0.00,0.00,0.00,1.41,0.00,1.41,0.00,0.00,0.00,0.00,1.41,8,0,1,4,3,0,2,0,0,0,3,3
New folder,TRIAL2,8,181848,2.59,3.58,5.66,0.00,1.41,0.00,0.00,5.66,1.41,4.24,4.24,2.83,0.00,5.66,7,1,3,1,1,8,2,6,5,3,1,5
