ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,145,137.14,135.00,271,87,171,135
New folder,PRACT2,112,176.41,159.50,520,80,446,176
New folder,TRIAL1,138,144.20,143.00,317,103,317,127
New folder,TRIAL2,110,181.02,168.00,496,71,310,279
