ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,118,165.76,167.00,271,119,159,184
New folder,PRACT2,105,189.98,175.00,423,46,46,295
New folder,TRIAL1,121,164.82,167.00,311,45,45,159
New folder,TRIAL2,113,176.43,167.00,416,37,37,416
