ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,7,148439,2.95,4.08,4.24,4.24,2.83,0.00,1.41,5.66,0.00,1.41,7.07,1.41,5.66,1.41,8,3,4,0,4,8,0,4,6,2,6,4
New folder,TRIAL2,12,142256,3.54,4.67,5.66,2.83,0.00,1.41,2.83,5.66,4.24,5.66,1.41,2.83,2.83,7.07,6,6,4,2,6,5,5,5,3,3,3,8
