ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
MPIB Testv1 Exe Folder,PRACT1,65,293.58,271.00,576,84,215,432
MPIB Testv1 Exe Folder,PRACT2,62,320.53,311.50,506,224,506,263
MPIB Testv1 Exe Folder,TRIAL1,75,263.57,248.00,528,127,183,207
MPIB Testv1 Exe Folder,TRIAL2,75,263.65,247.00,845,192,845,207
