ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,93,212.44,215.00,343,144,343,240
New folder,PRACT2,85,234.60,232.00,327,191,217,255
New folder,TRIAL1,105,189.96,191.00,224,30,30,216
New folder,TRIAL2,89,223.57,223.00,432,107,107,280
