ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,6,166289,2.47,3.50,0.00,4.24,4.24,0.00,2.83,2.83,2.83,5.66,0.00,2.83,4.24,0.00,0,4,4,2,4,7,3,7,1,4,4,2
New folder,TRIAL2,5,172039,3.18,4.58,5.66,5.66,1.41,0.00,1.41,7.07,2.83,2.83,2.83,4.24,0.00,4.24,7,7,4,0,6,8,2,6,4,5,1,5
