ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,124,156.16,159.00,264,127,127,264
New folder,PRACT2,117,170.32,160.00,384,23,275,200
New folder,TRIAL1,128,155.75,152.00,554,119,554,176
New folder,TRIAL2,109,181.38,168.00,715,120,715,207
