ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,110,176.56,171.50,432,112,216,160
New folder,PRACT2,108,182.72,176.00,314,72,314,304
New folder,TRIAL1,114,174.87,167.00,876,119,876,160
New folder,TRIAL2,107,185.36,183.00,631,127,631,175
