ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,125,156.73,159.00,271,119,271,167
New folder,PRACT2,136,146.57,144.00,415,95,101,183
New folder,TRIAL1,126,157.91,155.50,312,111,125,167
New folder,TRIAL2,136,145.65,144.00,263,54,54,136
