ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,94,204.06,184.00,976,120,976,224
New folder,PRACT2,80,246.20,235.50,560,119,312,215
New folder,TRIAL1,98,203.05,199.00,429,135,429,200
New folder,TRIAL2,80,247.69,231.00,584,136,584,295
