ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,113,173.96,175.00,223,88,184,152
New folder,PRACT2,87,227.43,223.00,544,120,149,328
New folder,TRIAL1,103,192.66,192.00,400,117,117,176
New folder,TRIAL2,83,238.69,232.00,440,30,30,304
