ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,109,181.16,183.00,216,136,192,183
New folder,PRACT2,93,213.94,208.00,367,167,307,191
New folder,TRIAL1,102,193.85,192.00,328,91,91,183
New folder,TRIAL2,92,215.17,215.00,283,167,283,200
