ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,8,171623,2.24,2.58,0.00,4.24,1.41,0.00,0.00,0.00,2.83,2.83,7.07,0.00,5.66,2.83,0,4,1,0,0,0,3,5,5,4,5,4
New folder,TRIAL2,7,152422,3.42,3.75,4.24,0.00,4.24,0.00,2.83,4.24,2.83,4.24,4.24,5.66,1.41,7.07,6,0,6,0,6,3,2,5,3,4,4,6
