ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
MPIB Testv1 Exe Folder,PRACT1,196,98.64,96.00,272,0,184,119
MPIB Testv1 Exe Folder,PRACT2,101,195.90,184.00,656,48,48,192
MPIB Testv1 Exe Folder,TRIAL1,121,164.57,160.00,336,104,113,159
MPIB Testv1 Exe Folder,TRIAL2,104,190.62,183.00,352,103,278,168
