1	24	PRACT1	413231424123413231424123
2	24	PRACT2	413231424123413231424123
3	48	TRIAL1	121423413243121423413243121423413243121423413243
4	48	TRIAL2	121423413243121423413243121423413243121423413243
5	48	TRIAL3	121423413243121423413243121423413243121423413243
6	48	TRIAL4	121423413243121423413243121423413243121423413243
7	48	TRIAL5	134312423142424131321423423132141432143242412313
8	48	TRIAL6	121423413243121423413243121423413243121423413243
