ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,12,140743,2.83,4.00,0.00,0.00,7.07,2.83,2.83,4.24,2.83,0.00,5.66,5.66,0.00,2.83,0,5,8,4,4,4,3,2,6,5,1,6
New folder,TRIAL2,11,146011,3.18,3.42,5.66,1.41,1.41,1.41,1.41,4.24,2.83,2.83,5.66,2.83,2.83,5.66,7,1,2,3,2,4,3,5,5,3,2,4
