ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,140,141.21,128.00,432,79,119,144
New folder,PRACT2,138,144.20,135.00,328,103,298,176
New folder,TRIAL1,146,136.00,119.50,359,79,201,112
New folder,TRIAL2,140,141.79,128.00,480,96,209,151
