ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,95,199.74,192.00,320,151,215,223
New folder,PRACT2,91,218.66,215.00,488,167,488,191
New folder,TRIAL1,102,195.52,191.50,577,159,577,231
New folder,TRIAL2,82,241.41,208.00,1494,175,1494,200
