ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
MPIB Testv1 Exe Folder,PRACT1,123,158.72,159.00,552,95,136,159
MPIB Testv1 Exe Folder,PRACT2,115,172.23,160.00,613,72,613,184
MPIB Testv1 Exe Folder,TRIAL1,123,162.09,152.00,751,63,549,103
MPIB Testv1 Exe Folder,TRIAL2,116,171.05,168.00,375,96,325,175
