ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,113,174.10,168.00,295,143,295,184
New folder,PRACT2,117,169.66,168.00,592,8,512,240
New folder,TRIAL1,159,125.14,119.00,384,48,142,167
New folder,TRIAL2,150,132.15,119.00,392,30,30,160
