ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,12,143111,4.01,4.67,4.24,1.41,7.07,7.07,1.41,1.41,1.41,7.07,5.66,5.66,1.41,4.24,3,2,6,6,3,6,3,9,6,4,2,6
New folder,TRIAL2,8,150679,2.95,4.25,2.83,1.41,1.41,1.41,2.83,5.66,1.41,4.24,7.07,0.00,1.41,5.66,3,4,3,4,7,8,2,5,7,2,2,4
