ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,130,150.06,144.00,263,88,128,247
New folder,PRACT2,112,176.91,175.50,402,128,402,192
New folder,TRIAL1,119,167.28,167.00,360,79,325,136
New folder,TRIAL2,112,176.71,175.00,289,127,289,160
