1005	1	5	1	PRACT1	1	20	/	.	0	83	2023	6	27	16	19	2
1005	1	5	1	PRACT1	2	20	/	.	0	168	2023	6	27	16	19	2
1005	1	5	1	PRACT1	3	20	/	.	0	183	2023	6	27	16	19	2
1005	1	5	1	PRACT1	4	20	/	.	0	159	2023	6	27	16	19	2
1005	1	5	1	PRACT1	5	20	/	.	0	168	2023	6	27	16	19	2
1005	1	5	1	PRACT1	6	20	/	.	0	151	2023	6	27	16	19	2
1005	1	5	1	PRACT1	7	20	/	.	0	167	2023	6	27	16	19	2
1005	1	5	1	PRACT1	8	20	/	.	0	167	2023	6	27	16	19	2
1005	1	5	1	PRACT1	9	20	/	.	0	183	2023	6	27	16	19	2
1005	1	5	1	PRACT1	10	20	/	.	0	128	2023	6	27	16	19	2
1005	1	5	1	PRACT1	11	20	/	.	0	159	2023	6	27	16	19	2
1005	1	5	1	PRACT1	12	20	/	.	0	152	2023	6	27	16	19	2
1005	1	5	1	PRACT1	13	20	/	.	0	151	2023	6	27	16	19	2
1005	1	5	1	PRACT1	14	20	/	.	0	168	2023	6	27	16	19	2
1005	1	5	1	PRACT1	15	20	/	.	0	159	2023	6	27	16	19	2
1005	1	5	1	PRACT1	16	20	/	.	0	160	2023	6	27	16	19	2
1005	1	5	1	PRACT1	17	20	/	.	0	151	2023	6	27	16	19	2
1005	1	5	1	PRACT1	18	20	/	.	0	136	2023	6	27	16	19	2
1005	1	5	1	PRACT1	19	20	/	.	0	144	2023	6	27	16	19	2
1005	1	5	1	PRACT1	20	20	/	.	0	176	2023	6	27	16	19	2
1005	1	5	1	PRACT1	21	20	/	.	0	151	2023	6	27	16	19	2
1005	1	5	1	PRACT1	22	20	/	.	0	160	2023	6	27	16	19	2
1005	1	5	1	PRACT1	23	20	/	.	0	136	2023	6	27	16	19	2
1005	1	5	1	PRACT1	24	20	/	.	0	151	2023	6	27	16	19	2
1005	1	5	1	PRACT1	25	20	/	.	0	160	2023	6	27	16	19	2
1005	1	5	1	PRACT1	26	20	/	.	0	152	2023	6	27	16	19	2
1005	1	5	1	PRACT1	27	20	/	.	0	159	2023	6	27	16	19	2
1005	1	5	1	PRACT1	28	20	/	.	0	152	2023	6	27	16	19	2
1005	1	5	1	PRACT1	29	20	/	.	0	143	2023	6	27	16	19	2
1005	1	5	1	PRACT1	30	20	/	.	0	152	2023	6	27	16	19	2
1005	1	5	1	PRACT1	31	20	/	.	0	111	2023	6	27	16	19	2
1005	1	5	1	PRACT1	32	20	/	.	0	128	2023	6	27	16	19	2
1005	1	5	1	PRACT1	33	20	/	.	0	368	2023	6	27	16	19	2
1005	1	5	1	PRACT1	34	20	/	.	0	119	2023	6	27	16	19	2
1005	1	5	1	PRACT1	35	20	/	.	0	160	2023	6	27	16	19	2
1005	1	5	1	PRACT1	36	20	/	.	0	128	2023	6	27	16	19	2
1005	1	5	1	PRACT1	37	20	/	.	0	151	2023	6	27	16	19	2
1005	1	5	1	PRACT1	38	20	/	.	0	104	2023	6	27	16	19	2
1005	1	5	1	PRACT1	39	20	/	.	0	160	2023	6	27	16	19	2
1005	1	5	1	PRACT1	40	20	/	.	0	152	2023	6	27	16	19	2
1005	1	5	1	PRACT1	41	20	/	.	0	159	2023	6	27	16	19	2
