ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
MPIB Testv1 Exe Folder,PRACT1,126,155.25,159.00,184,111,159,168
MPIB Testv1 Exe Folder,PRACT2,109,181.83,176.00,572,136,572,200
MPIB Testv1 Exe Folder,TRIAL1,124,160.06,159.50,290,136,290,168
MPIB Testv1 Exe Folder,TRIAL2,102,195.16,183.00,855,128,523,160
