ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
1028,PRACT1,65,293.58,271.00,576,207,215,432
1028,PRACT2,62,320.53,311.50,506,224,506,263
1028,TRIAL1,75,263.57,248.00,528,200,183,207
1028,TRIAL2,75,263.65,247.00,845,200,845,207
