ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,58,316.60,239.00,1283,160,501,239
New folder,PRACT2,90,220.00,216.00,365,119,365,247
New folder,TRIAL1,110,179.34,175.50,324,127,324,175
New folder,TRIAL2,85,233.19,223.00,650,175,650,232
