ID,Block,PC,Trials,Mean RT,Mean RT (C),Mean RT (I),Med RT,Med RT (C),Med RT (I),Max RT,Min RT,Max RT (C),Min RT (C),Max RT (I),Min RT (I),Num 0
MPIB Testv1 Exe Folder,PRACT,0.92,36,1252.67,1237.97,1429.00,1162.00,1154.00,1315.00,2498,794,2498,794,1930,1042,0
MPIB Testv1 Exe Folder,TRIAL1,0.90,36,1636.35,1689.72,1156.00,1586.00,1642.00,1190.00,4554,738,4554,815,1506,738,0
MPIB Testv1 Exe Folder,TRIAL2,0.95,38,1716.45,1739.32,1282.00,1526.00,1530.00,1282.00,3626,818,3626,818,1554,1010,0
