ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
MPIB Testv1 Exe Folder,PRACT1,150,131.71,143.00,327,55,88,175
MPIB Testv1 Exe Folder,PRACT2,108,183.76,168.00,1112,22,22,167
MPIB Testv1 Exe Folder,TRIAL1,107,185.40,175.00,1136,93,93,160
MPIB Testv1 Exe Folder,TRIAL2,112,177.45,184.00,503,29,29,183
