ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
MPIB Testv1 Exe Folder,TRIAL1,11,148105,2.71,3.50,4.24,1.41,7.07,4.24,2.83,1.41,0.00,5.66,0.00,2.83,0.00,2.83,3,2,6,3,5,2,1,7,2,4,3,4
MPIB Testv1 Exe Folder,TRIAL2,8,157120,2.12,4.00,2.83,1.41,1.41,1.41,2.83,5.66,1.41,1.41,2.83,0.00,1.41,2.83,3,4,3,4,7,8,2,4,5,2,2,4
