ID,Block,PC,Trials,Mean RT,Mean RT (C),Mean RT (I),Med RT,Med RT (C),Med RT (I),Max RT,Min RT,Max RT (C),Min RT (C),Max RT (I),Min RT (I),Num 0
MPIB Testv1 Exe Folder,PRACT,0.87,34,988.85,947.65,1269.00,866.00,842.00,1050.00,3066,602,3066,602,2490,658,0
MPIB Testv1 Exe Folder,TRIAL1,0.93,37,931.20,938.43,842.00,893.50,889.00,930.00,1634,586,1634,634,1010,586,0
MPIB Testv1 Exe Folder,TRIAL2,0.93,37,910.70,927.73,700.67,851.50,858.00,722.00,2082,586,2082,602,794,586,0
