ID,Block,PC Grid 1,PC Grid 2,PC Grid 3,PC Total,ED Grid 1,ED Grid 2,ED Grid 3,CB Grid 1,CB Grid 2,CB Grid 3
mainDev,PRACT,1.00,0.75,1.00,0.75,0.00,0.00,0.00,0,0,0
mainDev,TRIAL1,0.80,0.60,0.80,0.40,0.00,0.00,0.00,0,1,0
mainDev,TRIAL2,0.60,1.00,1.00,0.60,0.00,0.00,0.00,0,0,0
