ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
1025,PRACT1,99,185.96,175.00,512,200,151,136
1025,PRACT2,68,290.96,255.00,568,200,174,280
1025,TRIAL1,115,173.06,175.00,224,207,180,176
1025,TRIAL2,84,237.25,223.50,479,200,38,216
