ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,134,147.99,144.00,359,96,104,151
New folder,PRACT2,132,150.85,151.00,407,78,78,192
New folder,TRIAL1,132,150.72,151.00,279,78,78,159
New folder,TRIAL2,127,156.81,152.00,391,103,262,184
