ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,105,186.94,184.00,304,143,159,232
New folder,PRACT2,89,223.18,216.00,369,152,369,208
New folder,TRIAL1,104,190.89,191.00,477,144,477,200
New folder,TRIAL2,94,211.45,208.00,399,159,399,216
