ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,4,149179,2.83,3.67,7.07,2.83,4.24,1.41,2.83,1.41,1.41,1.41,4.24,0.00,7.07,0.00,7,3,4,4,4,1,2,2,5,2,7,3
New folder,TRIAL2,9,156313,2.47,3.42,5.66,1.41,0.00,1.41,2.83,1.41,1.41,5.66,0.00,2.83,2.83,4.24,7,1,4,2,4,4,1,5,1,3,2,7
