ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,109,178.80,176.00,279,151,207,183
New folder,PRACT2,97,204.58,192.00,592,151,592,200
New folder,TRIAL1,103,192.43,183.00,616,159,530,184
New folder,TRIAL2,98,203.52,199.00,476,159,476,192
