ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,11,168465,2.71,3.50,7.07,4.24,0.00,0.00,2.83,2.83,0.00,5.66,2.83,1.41,5.66,0.00,9,3,0,3,4,2,1,7,5,2,5,1
New folder,TRIAL2,11,171447,2.36,3.08,0.00,5.66,5.66,2.83,0.00,7.07,2.83,4.24,0.00,0.00,0.00,0.00,0,5,8,2,0,9,6,7,0,0,0,0
