ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
MPIB Testv1 Exe Folder,TRIAL1,9,147994,2.00,3.42,2.83,4.24,0.00,0.00,1.41,0.00,2.83,0.00,0.00,5.66,5.66,1.41,5,8,0,5,3,0,3,1,2,5,7,2
MPIB Testv1 Exe Folder,TRIAL2,10,149295,2.24,3.00,0.00,5.66,1.41,0.00,2.83,5.66,1.41,1.41,0.00,0.00,1.41,7.07,0,5,1,4,6,4,1,5,1,0,1,8
