ID,Block,PC,Total Response Time,Mean ED,Mean CB,ED 1,ED 2,ED 3,ED 4,ED 5,ED 6,ED 7,ED 8,ED 9,ED 10,ED 11,ED 12,CB 1,CB 2,CB 3,CB 4,CB 5,CB 6,CB 7,CB 8,CB 9,CB 10,CB 11,CB 12
New folder,TRIAL1,11,147861,3.65,4.58,5.66,2.83,5.66,0.00,1.41,1.41,0.00,7.07,5.66,5.66,7.07,1.41,5,4,5,5,3,2,0,7,6,8,7,3
New folder,TRIAL2,12,147213,3.06,4.83,0.00,7.07,2.83,4.24,2.83,7.07,2.83,2.83,2.83,1.41,1.41,1.41,0,9,6,6,6,9,6,6,4,2,1,3
