ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,132,146.97,135.50,303,47,287,135
New folder,PRACT2,121,164.19,160.00,408,112,239,175
New folder,TRIAL1,115,172.66,168.00,602,71,602,192
New folder,TRIAL2,115,172.83,168.00,359,96,295,263
