ID,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
New folder,PRACT1,87,225.14,200.00,688,159,327,207
New folder,PRACT2,87,228.16,223.00,360,184,360,207
New folder,TRIAL1,110,180.25,175.50,457,128,457,192
New folder,TRIAL2,95,208.67,208.00,319,71,306,256
